Name,StrikesLandedPerMin,StrikesAbsorbedPerMin,TakedownsPer15Min,OpponentTakedownsPer15Min,SubmissionsPer15Min,ControlPer15Min,StrikingAccuracyPct,StrikeDefencePct,TakedownAccuracyPct,TakedownDefencePct,Elo,DOB,Height,Weight,Reach,Stance
Jason Tan,0.69,7.37,0.0,3.86,0.0,140.14,29.63,18.87,0.0,0.0,911.18,1981-12-17,70.0,170.0,,Orthodox
Brian Geraghty,0.47,9.77,0.0,6.98,0.0,0.0,25.0,36.36,0.0,50.0,933.04,1980-11-04,67.0,155.0,,Orthodox
Allen Berube,0.92,0.92,6.87,0.0,3.44,549.62,80.0,33.33,100.0,100.0,935.23,1974-08-25,68.0,155.0,,Orthodox
Gray Maynard,2.06,2.84,3.14,0.75,0.75,281.56,32.54,66.67,47.62,81.25,1037.67,1979-05-09,69.0,155.0,70.0,Orthodox
Rob Emerson,2.5,2.83,2.02,2.63,0.4,133.63,30.73,64.82,52.63,65.79,972.48,1981-07-30,69.0,155.0,70.0,Orthodox
Cole Miller,3.0,3.88,0.6,2.01,1.79,136.95,33.31,59.28,36.36,38.64,880.97,1984-04-26,73.0,145.0,73.0,Orthodox
Andy Wang,3.43,10.29,0.0,0.0,0.0,0.0,36.36,62.5,0.0,100.0,942.0,1977-05-28,66.0,155.0,,Orthodox
Brandon Melendez,0.84,0.56,0.0,6.29,0.0,172.03,26.09,63.64,0.0,25.0,957.51,1983-03-24,71.0,155.0,,Southpaw
Doug Evans,1.79,2.55,3.19,4.47,0.64,142.98,35.9,55.88,83.33,69.57,905.19,1980-10-10,69.0,155.0,,Orthodox
Floyd Sword,0.78,1.57,0.0,7.83,0.0,148.7,42.86,40.0,0.0,33.33,943.3,1976-08-24,72.0,185.0,,Orthodox
Nate Diaz,4.75,4.15,0.83,2.54,1.2,130.91,44.57,52.85,26.47,43.88,1309.6,1985-04-16,72.0,170.0,76.0,Southpaw
Manvel Gamburyan,1.94,3.11,3.1,1.14,0.83,230.09,39.77,54.67,32.61,69.44,991.49,1981-05-08,65.0,135.0,67.0,Orthodox
Mark Bocek,2.34,2.32,3.65,1.11,1.32,491.28,43.65,60.51,36.73,31.25,1148.83,1981-10-24,68.0,155.0,75.0,Orthodox
Antonio Rodrigo Nogueira,2.93,4.0,1.33,0.83,1.67,233.91,40.8,56.1,21.62,37.5,1007.83,1976-06-02,75.0,240.0,77.0,Orthodox
Alvin Robinson,1.57,1.29,1.24,2.47,1.24,276.38,50.44,51.04,50.0,25.0,925.22,1982-07-16,69.0,155.0,68.0,Southpaw
Marcus Aurelio,2.36,4.02,1.16,0.93,0.69,125.33,33.33,60.18,14.29,33.33,918.96,1973-08-18,70.0,155.0,74.0,Orthodox
Ryan Jensen,2.94,3.15,1.76,4.41,2.2,218.28,40.32,59.16,50.0,28.57,863.53,1977-09-20,73.0,185.0,76.0,Orthodox
Alberto Crane,0.43,2.61,0.0,0.8,4.0,216.0,25.0,57.39,0.0,50.0,921.47,1976-07-14,65.0,155.0,,Orthodox
Tomasz Drwal,3.29,2.26,3.55,1.18,0.39,198.47,38.11,57.0,60.0,82.35,991.47,1982-01-22,73.0,205.0,76.0,Orthodox
Joe Veres,0.0,5.55,0.0,0.0,0.0,49.42,0.0,27.27,0.0,100.0,889.55,1977-11-09,67.0,155.0,,Orthodox
Michihiro Omigawa,2.07,3.39,1.14,3.43,1.14,169.0,40.94,61.72,36.36,50.0,808.89,1975-12-19,66.0,145.0,68.0,Orthodox
Scott Junk,5.13,1.81,0.0,4.52,0.0,334.67,60.71,45.45,0.0,0.0,943.63,1978-12-17,73.0,265.0,,Orthodox
Kazuhiro Nakamura,1.05,4.8,1.5,1.5,0.0,80.25,38.89,28.89,20.0,33.33,904.51,1979-07-16,71.0,205.0,70.0,Orthodox
Mauricio Rua,3.73,3.85,1.7,2.14,0.25,232.41,51.54,52.24,42.86,47.69,987.58,1981-11-25,73.0,205.0,76.0,Orthodox
Demian Maia,1.8,2.07,2.49,0.55,0.99,341.11,43.57,63.64,24.82,61.54,1265.05,1977-11-06,73.0,170.0,72.0,Southpaw
Akihiro Gono,2.35,3.34,1.57,1.57,0.39,134.28,52.63,59.75,80.0,42.86,980.28,1974-10-07,67.0,170.0,68.0,Switch
Jason Reinhardt,0.51,4.07,1.91,1.91,0.0,150.64,40.0,43.86,12.5,50.0,852.34,1969-10-31,66.0,135.0,,Orthodox
Ryo Chonan,2.53,3.0,0.5,3.0,0.0,279.75,37.91,65.38,50.0,40.0,930.2,1976-10-08,69.0,170.0,70.0,Orthodox
Paul Georgieff,2.55,2.34,0.0,9.57,0.0,0.0,40.0,35.29,0.0,0.0,935.66,1982-09-22,74.0,170.0,,Orthodox
Roman Mitichyan,0.26,2.7,1.93,5.78,1.93,92.51,16.67,43.24,100.0,25.0,1000.0,1978-09-04,70.0,170.0,,Orthodox
Dorian Price,0.0,0.0,0.0,39.13,0.0,0.0,0.0,100.0,0.0,0.0,942.0,1977-08-20,75.0,170.0,,Southpaw
Matt Arroyo,1.62,2.01,2.12,0.0,5.29,165.51,47.42,58.7,36.36,100.0,934.01,1982-09-01,70.0,170.0,72.0,Orthodox
John Kolosci,0.21,0.85,0.0,0.0,0.0,644.68,20.0,50.0,0.0,100.0,942.0,1974-11-26,71.0,185.0,,Orthodox
Troy Mandaloniz,3.52,4.71,3.1,2.33,0.0,204.05,56.67,63.01,66.67,57.14,994.26,1980-02-01,69.0,170.0,,Orthodox
Richie Hightower,4.62,6.92,3.46,0.0,0.0,65.77,35.71,21.05,100.0,100.0,942.0,1974-11-26,68.0,170.0,,Orthodox
Ben Saunders,3.23,3.58,0.2,1.6,1.3,95.31,50.21,51.14,40.0,66.67,913.58,1983-04-13,74.0,170.0,77.0,Orthodox
Dan Barrera,0.8,1.2,1.0,0.0,0.0,429.0,70.59,28.0,8.33,100.0,942.0,1980-12-23,69.0,170.0,,Orthodox
George Sotiropoulos,2.68,2.63,2.43,0.86,1.71,274.66,26.76,67.57,31.48,50.0,1014.36,1977-07-09,70.0,155.0,71.0,Orthodox
Billy Miles,0.0,1.25,0.0,0.0,0.0,178.12,0.0,33.33,0.0,100.0,942.0,1978-04-28,70.0,170.0,,Orthodox
War Machine,2.32,3.17,1.16,3.47,0.0,502.7,60.0,43.84,50.0,40.0,990.41,1981-11-30,71.0,170.0,,Orthodox
Jared Rollins,3.33,2.41,2.5,1.25,1.25,278.36,57.14,39.58,50.0,50.0,942.0,1977-01-26,69.0,170.0,,Orthodox
Mac Danzig,3.49,3.39,1.28,2.66,0.64,195.53,49.9,57.22,37.5,47.92,908.53,1980-01-02,68.0,155.0,70.0,Orthodox
Tommy Speer,1.4,8.72,0.0,5.23,0.0,146.51,28.57,35.9,0.0,50.0,888.81,1984-08-20,70.0,170.0,71.0,Orthodox
Luiz Cane,4.79,5.0,0.56,0.0,0.28,80.25,41.55,60.96,28.57,100.0,951.63,1981-04-24,74.0,185.0,77.0,Southpaw
Rameau Thierry Sokoudjou,2.54,2.88,1.27,0.0,1.27,15.9,39.47,54.36,40.0,100.0,964.93,1984-04-18,70.0,205.0,78.0,Orthodox
Soa Palelei,2.02,2.99,2.25,0.5,0.0,321.77,57.35,48.41,45.0,81.82,1023.11,1977-07-12,76.0,265.0,81.0,Orthodox
Per Eklund,2.07,2.38,2.07,0.52,3.62,236.38,61.22,67.14,11.11,50.0,937.63,,70.0,155.0,72.0,Orthodox
James Lee,0.0,5.33,20.0,0.0,0.0,420.0,0.0,20.0,50.0,100.0,930.91,1973-09-22,71.0,205.0,,Southpaw
Paul Kelly,3.22,2.61,1.34,2.68,1.49,356.34,37.97,59.54,60.0,30.77,1015.98,1984-09-12,69.0,155.0,70.0,Orthodox
Justin Buchholz,2.35,4.14,0.0,2.37,0.79,107.26,26.57,51.39,0.0,33.33,864.14,1983-08-22,72.0,155.0,73.0,Orthodox
Corey Hill,3.57,1.61,3.02,0.0,0.0,375.38,46.41,70.37,80.0,100.0,910.88,1978-10-03,76.0,155.0,80.0,Orthodox
Tim Boetsch,2.93,2.9,1.45,1.52,0.76,130.81,50.68,57.12,34.43,59.26,1086.74,1981-01-28,72.0,185.0,74.0,Orthodox
Kyle Bradley,1.99,3.45,0.65,3.88,0.0,22.66,40.0,58.76,50.0,40.0,912.11,1982-08-19,69.0,155.0,71.0,Orthodox
Rob Yundt,1.37,2.55,2.94,5.88,0.0,402.94,41.18,31.58,100.0,0.0,886.87,1980-05-05,73.0,185.0,,Orthodox
Brock Lesnar,3.53,2.14,3.73,0.5,0.5,495.72,71.96,50.95,53.57,60.0,1109.27,1977-07-12,75.0,265.0,81.0,Orthodox
David Bielkheden,1.66,2.27,4.26,1.82,0.0,374.59,69.49,52.54,63.64,25.0,971.86,1979-06-06,70.0,155.0,71.0,Orthodox
Chris Wilson,2.32,1.36,1.31,3.67,1.57,214.59,50.96,55.68,50.0,60.0,916.97,1977-06-07,73.0,170.0,75.0,Orthodox
Samy Schiavo,1.68,2.62,0.94,1.87,0.94,297.51,34.62,38.24,50.0,66.67,880.66,1975-12-24,68.0,155.0,,Orthodox
Ryan Roberts,0.0,22.5,0.0,0.0,0.0,0.0,0.0,45.45,0.0,100.0,940.43,1978-07-16,66.0,155.0,,Orthodox
Cain Velasquez,5.49,2.03,3.9,0.34,0.34,462.04,57.57,57.64,41.98,75.0,1348.25,1982-07-28,73.0,240.0,77.0,Orthodox
Brad Morris,0.5,6.95,0.0,1.49,0.0,7.45,62.5,27.84,0.0,0.0,893.59,1979-11-01,74.0,205.0,,Orthodox
Jason Day,4.57,4.13,0.0,4.89,0.0,4.89,52.5,50.0,0.0,0.0,979.36,1981-05-19,72.0,185.0,72.0,Orthodox
Shane Carwin,4.44,3.73,1.02,2.03,0.0,221.57,46.62,54.17,28.57,42.86,1141.01,1975-01-04,74.0,265.0,80.0,Orthodox
Dong Hyun Kim,2.12,1.89,2.93,1.28,0.6,444.44,49.02,58.57,43.82,71.67,1241.77,1981-11-17,74.0,170.0,76.0,Southpaw
Yoshiyuki Yoshida,0.85,3.67,1.41,2.12,2.82,286.36,36.0,36.07,28.57,25.0,955.45,1974-05-10,71.0,170.0,70.0,Southpaw
Rousimar Palhares,1.71,2.16,2.75,0.98,3.14,300.0,51.17,58.44,38.89,0.0,1172.75,1980-02-26,68.0,170.0,71.0,Orthodox
Antonio Mendes,1.34,6.85,2.51,0.0,0.0,77.72,47.06,22.64,50.0,100.0,919.13,1981-04-19,75.0,205.0,77.0,Southpaw
Goran Reljic,1.69,2.69,1.69,1.69,1.13,263.38,37.04,59.03,50.0,33.33,921.43,1984-03-20,75.0,205.0,81.0,Southpaw
Kevin Burns,2.74,4.3,0.28,3.12,0.85,37.48,38.87,52.61,50.0,47.62,924.57,1980-03-03,70.0,170.0,74.0,Orthodox
Rob Kimmons,1.86,4.79,2.08,1.78,2.37,237.17,48.7,38.42,46.67,25.0,911.12,1981-01-30,70.0,185.0,73.0,Orthodox
Matt Brown,3.76,2.92,1.68,2.33,1.3,193.03,55.44,55.11,46.97,63.87,1102.23,1981-01-10,72.0,170.0,75.0,Orthodox
Matthew Riddle,3.01,2.74,3.51,0.27,0.54,444.43,42.41,54.97,50.0,89.29,1175.82,1986-01-14,73.0,170.0,76.0,Southpaw
Dante Rivera,2.27,4.0,0.0,5.0,0.0,149.0,53.12,25.0,0.0,16.67,942.0,1974-12-08,73.0,185.0,,Southpaw
Amir Sadollah,4.71,3.55,0.57,2.27,0.34,125.71,46.48,60.69,27.78,60.78,976.67,1980-08-27,70.0,170.0,75.0,Orthodox
CB Dollaway,2.65,2.58,3.55,0.82,1.18,345.89,47.49,54.45,54.93,62.5,1066.64,1983-08-10,74.0,185.0,76.0,Orthodox
Shannon Gugerty,1.25,1.88,2.13,0.85,3.41,296.59,39.29,58.23,27.78,50.0,968.42,1981-12-30,70.0,155.0,71.0,Orthodox
Dale Hartt,1.14,1.55,1.22,3.67,2.45,44.02,35.0,66.07,100.0,25.0,939.81,1979-04-04,70.0,155.0,69.0,Orthodox
Brad Blackburn,4.55,3.59,0.93,0.7,0.7,136.03,35.55,65.32,50.0,76.92,1006.37,1977-05-25,70.0,170.0,73.0,Orthodox
James Giboo,1.2,7.08,0.0,0.0,0.0,56.12,27.27,39.08,0.0,100.0,942.0,1978-01-06,71.0,170.0,,Orthodox
Nate Loughran,1.81,4.11,0.0,1.05,2.09,0.0,40.0,59.59,0.0,0.0,1000.0,1980-07-28,74.0,185.0,,Orthodox
Johnny Rees,3.29,0.84,1.15,3.44,0.0,454.01,64.18,47.62,25.0,50.0,883.56,1982-10-21,72.0,170.0,,Orthodox
Rory Markham,1.98,10.27,0.0,0.0,0.0,2.7,21.57,45.19,0.0,100.0,962.08,1982-03-25,72.0,170.0,71.0,Orthodox
Brodie Farber,1.69,2.17,0.9,7.22,0.9,29.79,45.9,53.25,50.0,20.0,893.68,1980-07-05,73.0,170.0,,Orthodox
Tim Credeur,3.59,3.13,0.41,1.23,3.29,114.4,30.9,57.93,100.0,50.0,1028.41,1977-07-09,75.0,185.0,75.0,Orthodox
Cale Yarbrough,3.16,10.0,0.0,0.0,0.0,0.0,27.27,72.06,0.0,100.0,942.0,1986-12-27,73.0,185.0,,Orthodox
Jesse Taylor,2.58,0.83,4.65,0.0,3.1,726.51,67.57,27.27,50.0,100.0,986.24,1983-01-02,72.0,170.0,73.0,Orthodox
Reese Andy,2.87,3.5,0.67,2.02,0.0,147.87,50.79,58.73,20.0,40.0,921.03,1973-03-31,72.0,205.0,,Orthodox
Ryan Thomas,2.01,4.17,5.59,2.24,2.24,317.52,36.0,30.86,33.33,0.0,902.76,1984-11-05,72.0,170.0,,Orthodox
Steve Bruno,0.96,3.38,1.94,2.71,0.39,151.81,52.11,36.1,25.0,46.15,949.75,1981-11-03,70.0,170.0,,Orthodox
Jon Jones,4.55,2.32,1.96,0.09,0.48,221.18,58.91,64.09,45.92,95.0,1747.26,1987-07-19,76.0,205.0,84.0,Orthodox
Andre Gusmao,2.79,3.28,0.0,1.64,0.0,90.25,43.59,60.53,0.0,60.0,909.57,1977-05-19,72.0,205.0,,Orthodox
Dan Evensen,0.27,3.86,0.0,3.99,3.99,75.83,10.53,38.3,0.0,0.0,898.27,1974-06-01,75.0,250.0,,Orthodox
Michael Patt,1.65,5.53,0.0,0.0,0.0,0.0,28.57,55.66,0.0,100.0,903.68,,72.0,205.0,,Orthodox
Dan Miller,2.02,3.11,1.53,1.83,1.63,179.65,36.03,49.0,51.72,47.06,928.6,1981-06-30,73.0,185.0,74.0,Orthodox
Mike Massenzio,2.08,3.59,2.74,0.82,1.37,282.67,45.06,54.4,24.39,50.0,881.03,1982-11-01,74.0,185.0,73.0,Southpaw
Jason Brilz,2.66,1.78,2.37,0.65,1.29,404.36,40.31,65.27,25.0,25.0,962.66,1975-07-07,71.0,205.0,71.0,Orthodox
Joe Vedepo,3.28,4.18,4.48,0.0,0.0,385.07,52.38,44.0,25.0,100.0,884.44,,72.0,185.0,,Orthodox
Jim Miller,2.93,3.45,1.5,1.77,1.7,188.76,42.08,56.75,45.0,48.54,1118.1,1983-08-30,68.0,155.0,71.0,Southpaw
David Baron,0.53,1.13,0.0,5.63,1.13,61.95,43.75,46.43,0.0,16.67,942.0,1973-02-15,66.0,155.0,,Switch
Neil Wain,2.64,8.57,0.0,9.89,0.0,0.0,50.0,43.48,0.0,50.0,953.35,,70.0,242.0,,Orthodox
Dan Hardy,2.46,3.44,0.73,2.42,0.36,141.86,35.35,51.15,35.29,35.48,1171.22,1982-05-17,72.0,170.0,74.0,Orthodox
Matt Horwich,1.33,2.4,0.0,7.5,4.0,173.0,63.49,37.93,0.0,31.82,897.59,1978-10-02,73.0,185.0,,Orthodox
Junior Dos Santos,4.12,3.06,0.28,0.89,0.06,25.36,47.95,56.22,50.0,81.82,1149.43,1984-01-30,76.0,238.0,77.0,Orthodox
Rafael Dos Anjos,3.48,3.23,1.95,2.15,0.57,235.18,47.07,60.24,35.6,54.82,1164.63,1984-10-26,68.0,155.0,70.0,Southpaw
Josh Hendricks,0.98,11.8,0.0,0.0,0.0,0.0,20.0,29.41,0.0,100.0,962.2,1976-08-28,74.0,235.0,,Southpaw
Brandon Wolff,0.47,10.91,0.0,0.0,0.0,135.18,33.33,19.3,0.0,100.0,913.6,1975-10-18,69.0,170.0,,Orthodox
Steve Cantwell,3.16,6.22,0.57,0.95,0.57,35.48,31.69,53.63,30.0,80.0,792.97,1986-12-08,74.0,185.0,75.0,Orthodox
Razak Al-Hassan,2.31,2.1,0.79,2.36,0.0,192.74,32.59,68.5,20.0,57.14,884.0,1982-05-14,74.0,205.0,,Orthodox
Rolando Delgado,1.56,1.83,1.17,0.58,3.51,291.62,40.0,62.4,22.22,0.0,936.49,1981-11-22,75.0,155.0,77.0,Orthodox
John Polakowski,0.14,2.05,0.0,2.05,2.05,43.15,4.35,44.44,0.0,75.0,942.0,1981-06-21,70.0,155.0,,Orthodox
Shane Nelson,1.38,2.84,1.31,1.64,1.64,184.66,31.03,61.19,18.18,54.55,957.62,1984-11-29,69.0,155.0,70.0,Southpaw
George Roop,3.48,2.44,0.89,2.55,0.11,236.05,38.7,55.51,50.0,59.65,942.71,1981-11-10,73.0,135.0,72.0,Orthodox
Tom Lawlor,2.5,2.41,2.46,1.23,1.38,344.53,42.43,60.5,32.0,57.89,1071.84,1983-05-15,72.0,205.0,74.0,Southpaw
Kyle Kingsbury,2.97,3.81,2.64,3.52,0.0,190.74,40.86,51.19,41.86,52.0,911.05,1982-03-22,76.0,205.0,79.0,Orthodox
Eliot Marshall,1.93,2.39,0.47,1.18,0.94,51.57,27.03,67.93,33.33,79.17,962.09,1980-07-07,74.0,205.0,77.0,Orthodox
Jules Bruchez,0.69,5.52,0.0,10.34,0.0,0.0,50.0,46.67,0.0,0.0,942.0,1977-08-16,72.0,205.0,,Southpaw
Krzysztof Soszynski,3.72,3.09,0.58,1.94,1.16,248.24,41.2,59.08,27.27,73.68,1038.98,1977-08-02,73.0,205.0,77.0,Open Stance
Shane Primm,0.83,2.25,1.78,0.0,0.0,136.69,26.92,62.0,20.0,100.0,942.0,1984-07-30,75.0,205.0,,Orthodox
Junie Browning,3.76,1.76,3.53,3.53,3.53,444.71,48.48,66.67,66.67,0.0,1005.97,1984-05-12,69.0,155.0,,Orthodox
David Kaplan,2.88,4.32,4.88,1.39,0.7,260.53,46.27,67.82,43.75,0.0,884.0,1979-11-16,67.0,155.0,,Orthodox
Ryan Bader,2.82,1.39,3.37,0.44,0.44,336.37,43.32,71.75,44.23,80.65,1402.14,1983-06-07,74.0,205.0,74.0,Orthodox
Vinny Magalhaes,2.14,3.97,1.55,0.39,0.77,71.58,24.48,68.44,44.44,66.67,913.03,1984-07-02,75.0,205.0,75.0,Orthodox
Efrain Escudero,2.92,2.3,1.31,1.51,0.81,202.79,44.85,63.04,40.62,66.67,929.71,1986-01-15,69.0,155.0,71.0,Orthodox
Phillipe Nover,1.79,2.48,0.99,3.46,0.66,91.93,35.59,56.37,28.57,44.74,835.81,1984-02-03,69.0,145.0,72.0,Orthodox
Pat Barry,2.72,3.54,0.0,1.08,0.22,84.38,52.08,59.57,0.0,76.19,928.6,1979-07-07,71.0,235.0,74.0,Orthodox
Mike Wessel,1.82,6.43,6.29,0.0,0.0,497.2,56.52,22.03,50.0,100.0,955.46,1977-12-02,72.0,260.0,,Orthodox
Mostapha Al-Turk,1.36,3.61,0.0,1.98,0.0,64.05,19.25,53.41,0.0,0.0,867.32,1973-07-14,74.0,245.0,77.0,Orthodox
Ivan Serati,1.48,6.89,0.0,7.38,0.0,0.0,27.27,36.36,0.0,0.0,934.05,,72.0,205.0,,Orthodox
Alexandre Barros,0.98,4.05,1.84,0.0,0.0,248.47,40.0,36.54,50.0,100.0,961.93,1976-11-19,69.0,170.0,,Southpaw
John Hathaway,3.4,1.8,2.61,1.99,0.87,345.05,40.47,62.0,43.75,60.98,1194.36,1987-07-23,73.0,170.0,75.0,Orthodox
Tom Egan,0.0,3.91,0.0,16.3,0.0,0.0,0.0,50.0,0.0,28.57,942.0,,71.0,170.0,,Orthodox
Denis Kang,2.0,1.79,3.53,1.32,0.88,461.91,39.31,63.25,66.67,0.0,988.63,1977-09-17,71.0,185.0,77.0,Orthodox
Dan Cramer,0.97,2.1,0.0,2.0,0.5,375.0,30.21,31.52,0.0,66.67,1006.63,1985-10-31,74.0,170.0,,Orthodox
John Howard,2.15,3.08,2.7,2.18,0.44,236.45,50.76,51.2,49.21,53.7,985.03,1983-03-01,67.0,170.0,72.0,Orthodox
Nick Catone,2.11,2.32,3.71,0.65,0.48,326.26,44.65,63.2,44.23,83.33,1017.22,1981-09-01,72.0,185.0,72.0,Southpaw
Derek Downey,0.32,3.36,2.4,9.6,0.0,148.8,100.0,12.5,16.67,0.0,942.0,1980-04-27,73.0,185.0,,Orthodox
Matt Veach,1.12,4.91,3.64,0.0,1.46,255.06,28.75,44.51,38.46,100.0,975.19,1981-05-31,71.0,155.0,,Orthodox
Jake Rosholt,1.69,1.15,6.35,1.81,1.81,267.64,48.28,66.67,70.0,0.0,980.27,1982-02-09,73.0,185.0,,Orthodox
Denis Stojnic,1.51,6.06,0.0,0.99,0.99,288.47,23.23,36.99,0.0,80.0,902.61,1980-02-02,72.0,245.0,,Orthodox
Mike Ciesnolevicz,0.51,4.62,0.0,10.26,5.13,0.0,50.0,57.81,0.0,20.0,993.35,1979-10-28,72.0,235.0,,Orthodox
Neil Grove,0.0,0.0,0.0,0.0,14.29,314.29,0.0,100.0,0.0,100.0,942.0,1971-01-18,78.0,265.0,,Orthodox
Evan Dunham,5.33,3.54,1.82,0.98,0.98,204.43,39.26,61.67,33.33,79.73,1082.89,1981-12-18,70.0,155.0,70.0,Southpaw
Stefan Struve,3.12,4.04,0.56,1.84,1.68,97.26,47.45,46.5,46.67,55.77,957.17,1988-02-18,83.0,265.0,84.0,Orthodox
Brian Cobb,0.0,3.68,5.81,2.9,0.0,313.55,0.0,55.81,50.0,0.0,945.44,,71.0,155.0,,Orthodox
Paulo Thiago,1.71,1.99,1.42,1.72,1.21,137.1,39.14,63.54,31.82,63.83,887.17,1981-01-25,71.0,170.0,74.0,Orthodox
Ryan Madigan,0.0,3.35,0.0,4.19,0.0,0.0,0.0,47.83,0.0,0.0,942.56,,72.0,170.0,,Orthodox
Mark Munoz,3.02,2.35,3.22,1.84,0.57,295.94,50.38,56.52,30.11,56.76,1109.37,1978-02-09,72.0,185.0,71.0,Orthodox
Aaron Simpson,3.58,2.53,3.79,0.59,0.47,379.74,52.79,56.16,34.78,83.33,1081.21,1974-07-20,72.0,170.0,73.0,Orthodox
Tim McKenzie,0.6,9.6,0.0,9.0,0.0,0.0,25.0,40.74,0.0,0.0,942.0,1982-07-21,72.0,185.0,74.0,Orthodox
Nissen Osterneck,2.33,1.93,1.0,4.0,1.0,291.0,50.0,39.58,12.5,50.0,939.87,1981-05-01,74.0,185.0,,Orthodox
Jesse Sanders,0.0,6.45,0.0,7.44,0.0,0.0,0.0,35.0,0.0,50.0,943.6,,72.0,170.0,,Orthodox
Carlos Condit,4.0,2.91,0.54,3.4,0.66,92.41,38.57,54.54,40.91,34.48,1096.16,1984-04-26,74.0,170.0,75.0,Orthodox
TJ Grant,3.95,3.21,1.63,2.79,0.58,223.75,54.03,56.86,43.75,36.84,1344.79,1984-02-26,70.0,155.0,72.0,Orthodox
Xavier Foupa-Pokam,1.47,2.5,0.0,4.8,0.0,5.76,43.4,49.35,0.0,16.67,879.19,1982-07-03,73.0,185.0,,Open Stance
Brian Stann,3.01,2.43,0.0,3.39,0.41,140.28,43.3,59.12,0.0,55.36,1045.13,1980-09-24,73.0,205.0,74.0,Orthodox
Tim Hague,2.79,4.14,1.72,0.43,0.86,210.78,47.55,46.27,33.33,85.71,874.95,1983-05-09,76.0,260.0,76.0,Orthodox
Mike Pyle,2.55,2.94,1.6,1.4,1.4,165.95,43.72,60.75,37.21,73.08,959.67,1975-09-18,72.0,170.0,74.0,Orthodox
Rick Story,3.8,2.17,2.53,1.77,0.89,284.36,41.75,62.52,48.19,63.16,1230.18,1984-08-28,69.0,170.0,71.0,Southpaw
Peter Sobotta,2.14,2.9,1.53,0.26,0.51,279.48,40.16,58.87,32.43,77.78,1017.49,1987-01-11,72.0,170.0,75.0,Southpaw
Cameron Dollar,5.03,2.94,0.0,0.0,0.0,15.73,38.1,61.11,0.0,100.0,923.43,1987-05-12,71.0,155.0,,Orthodox
Nick Osipczak,2.83,3.77,1.2,2.4,0.96,198.32,50.72,50.73,45.45,71.43,933.91,1984-12-30,74.0,170.0,76.0,Orthodox
Frank Lester,2.18,3.82,0.0,4.09,0.0,16.36,36.36,53.33,0.0,0.0,942.0,1984-06-10,71.0,170.0,,Orthodox
Edgar Garcia,2.67,4.37,2.32,0.58,0.58,124.6,27.17,60.21,57.14,50.0,803.36,1984-02-22,70.0,170.0,71.0,Orthodox
Ross Pearson,3.68,4.09,0.74,1.04,0.0,63.02,40.27,62.2,35.71,75.29,892.14,1984-09-26,68.0,155.0,69.0,Orthodox
Andre Winner,2.52,4.57,0.0,2.02,0.0,104.35,33.47,51.74,0.0,74.29,916.28,1981-11-09,71.0,155.0,73.0,Orthodox
James Wilks,1.82,2.03,1.27,1.27,3.8,237.91,45.26,50.26,22.22,66.67,994.34,1978-05-04,73.0,170.0,75.0,Orthodox
DaMarques Johnson,2.11,3.75,1.18,4.01,0.71,191.76,37.75,51.33,55.56,19.05,924.35,1982-06-28,73.0,170.0,75.0,Orthodox
Yoshihiro Akiyama,3.29,4.96,1.97,0.66,0.16,217.95,39.19,54.96,60.0,88.24,952.27,1975-07-29,70.0,170.0,75.0,Orthodox
Jesse Lennox,2.21,3.21,1.04,1.04,0.35,92.04,26.52,65.93,60.0,70.0,927.18,1982-03-10,69.0,170.0,72.0,Orthodox
Danillo Villefort,3.16,2.72,1.1,1.1,1.1,68.3,37.72,67.54,50.0,50.0,942.0,1983-05-08,73.0,185.0,,Orthodox
Johny Hendricks,3.55,3.93,3.67,0.78,0.36,289.81,45.67,53.38,50.0,67.5,1092.38,1983-09-12,69.0,185.0,69.0,Southpaw
Todd Duffee,5.93,2.67,0.73,0.73,0.0,117.33,37.65,57.69,33.33,90.0,1022.96,1985-12-06,75.0,260.0,78.0,Orthodox
Mike Russow,1.53,3.02,4.23,0.47,0.47,415.58,47.12,59.2,42.86,0.0,1061.41,1976-09-11,73.0,255.0,73.0,Orthodox
Chris Tuchscherer,1.35,3.17,1.19,0.59,0.59,215.05,31.78,47.37,18.18,0.0,899.66,1975-09-08,74.0,258.0,76.0,Orthodox
Steve Steinbeiss,4.86,2.48,0.0,3.96,0.0,255.11,62.16,42.68,0.0,44.44,872.7,1981-05-05,75.0,185.0,75.0,Orthodox
Mike Pierce,2.64,2.45,2.77,0.72,0.27,422.74,42.38,62.25,41.33,69.23,1133.94,1980-09-01,68.0,170.0,71.0,Orthodox
Jay Silva,1.13,3.07,0.0,4.0,1.0,63.0,34.69,40.26,0.0,38.46,896.25,,74.0,185.0,,Southpaw
Jake Ellenberger,2.47,2.83,2.04,0.36,0.36,185.11,39.34,60.69,47.92,86.21,933.34,1985-03-28,69.0,170.0,71.0,Orthodox
Igor Pokrajac,2.25,4.26,0.87,2.23,0.25,163.61,45.95,40.39,29.17,51.35,810.7,1979-01-02,72.0,205.0,74.0,Orthodox
Brian Foster,3.3,1.63,3.67,3.05,1.83,248.68,39.9,65.22,60.0,37.5,1069.72,1984-04-03,69.0,170.0,71.0,Orthodox
Nik Lentz,3.39,3.21,3.25,2.17,1.23,279.27,47.6,50.1,32.86,43.9,1086.78,1984-08-13,68.0,145.0,68.0,Orthodox
